0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0048434567,0.008405403,-0.005081669,-0.00928911,-0.0018413919,-0.003543772,-0.0048092897,0.0013191748,0.0008178878,0.002365805,-0.009332128,0.0055883788,-0.0062379623,0.0080191875,-0.0073591485,-0.004482912,0.0014875972,-0.0015532661,0.0072064614,-0.0020463907,4.7668218e-05,0.008463775,-0.005138361,-0.0037672,0.0062185205,-0.008388109,-0.0067641665,0.00033867836,-0.009336645,0.0025658535,0.006557995,-0.0045897495,0.0070646633,0.0043796194,-0.009053891,0.0024415446,-0.008225009,0.005665828,-0.0002256316,-0.004819355,-0.0037697966,0.006952622,0.0076859985,-0.009958053,0.006356238,-0.004165036,-0.0024269116,0.004261688,0.008407959,0.003934573
0.0045935917,0.008447956,0.008092573,-0.0038593633,0.00065580726,-0.0024184883,-0.0077080964,-0.0026390506,-0.0074214106,-0.004966954,-0.0007834613,0.0014626229,0.0031974697,0.0066623627,-0.0041406006,0.0011582554,-0.0051932083,0.009449276,-0.006272329,0.0067221164,-0.009140744,0.004468397,0.009880781,-0.0045477287,0.0005957556,0.0053065848,0.005259621,-0.00087361754,-0.0064152544,-0.0025442303,0.009477055,0.009137349,0.008341063,-0.002908581,0.002439035,0.008447856,-0.0047625373,-0.00091850816,-0.0003255856,-0.004705803,0.007596812,-0.007160461,-0.0041879355,-0.0064666504,0.0038066625,-0.00085032044,-0.0076573123,0.008698706,-0.0055513526,0.0046014907
0.003642242,-0.00038356544,0.0067937435,-0.003439235,0.005682044,0.0021682715,-0.009422586,-0.0073398543,-0.003270895,-0.0011312515,-0.009597089,-0.006206166,0.0052131102,-0.0076531484,0.00024648546,-0.0055968594,0.0056614266,0.0057966174,-0.009117056,-0.002479405,-0.00302028,-0.0042779427,-0.008225852,0.007085644,0.002541586,0.0091705965,0.009082317,0.0022149563,-0.00550593,-0.0069967303,-0.0027719801,0.005390359,0.0042851293,0.00017313122,-0.0009745026,-0.0007005286,-0.008251642,-0.0067264545,-0.0016086268,-0.0021389956,0.0039536464,-0.002274611,0.0054763425,-0.009831714,0.0040110243,-0.009212764,-0.0008551109,-0.009081676,-0.0047234464,-0.007027794
-0.004493555,-0.0046682484,0.006862924,0.0019482982,0.00433023,-0.0009119308,0.0010341668,0.007439654,-0.003906129,-0.0025891953,-0.003065257,0.004259254,0.0051754783,0.006285403,-0.0048579765,-0.0013980531,0.00079887034,0.006307427,-0.008469455,0.0031831325,-0.0058844914,0.008824522,0.00073407055,0.009428633,0.0052658487,-0.0019042916,-0.00066500664,0.004697715,0.0017606902,0.004396757,0.007890688,0.0071040406,-0.004098651,-0.0041676247,-0.006521269,-0.0053710663,0.008993721,0.002791996,-0.0024308723,0.0032768524,3.9680002e-05,0.0055424822,0.009118086,0.0029195107,0.003265047,0.008438847,0.006977701,0.0067940783,-0.0038161366,-0.0037171168
-0.008586423,-0.004429912,-0.0052487026,-0.003955741,-0.008381919,0.00022675276,0.003075571,0.0044925273,0.0006204188,-0.0017835569,0.008769392,-1.88303e-05,-0.0051320447,0.0009187114,0.008299546,-0.007543999,0.0031905938,0.0040512206,-0.007990911,-0.007030885,-0.0009312743,0.009378953,-0.0011367846,-0.0002781391,1.6534328e-06,-0.00034612417,0.005401207,0.0015394986,0.004440881,0.004156425,0.008280758,-0.0042869644,0.0027260245,-0.0032401741,0.008300738,0.0033483612,-0.008383533,0.0028899037,0.00012046099,0.006925191,0.0038834405,-0.0071397545,0.007768763,-0.003814361,-0.0069548143,-0.0029387008,0.0012552761,-0.0048095942,0.0015311778,-0.003504653
0.008800741,-0.003188001,-0.007844263,-0.0085261585,0.0065057706,0.0051868055,0.00010948897,-0.0013164515,-0.009890341,-0.007944072,0.007918787,0.0031371117,0.0011942983,-0.0055012344,0.008923855,-0.009437321,0.0019355989,0.003699348,0.00228899,-0.008795769,-0.006557363,0.00077067973,-0.0054135444,0.009419735,-0.0033799636,0.00012272238,0.002378688,0.0042193984,-0.004626442,-0.00022954523,0.003919327,-0.003254003,-0.0042783655,0.0029080273,-0.009023514,-5.945444e-05,0.009873968,1.3568401e-05,-7.707775e-05,0.00022298098,0.0037139012,-0.001729663,-0.0055091735,0.0073218024,-0.0010759991,0.0066002654,0.00078626274,0.0030085254,0.00832862,-0.00037569104
0.006706059,-0.006529479,-0.006673001,0.0053350474,-0.002983799,-0.0065563037,-0.004741682,0.0020916164,-0.0062096906,-0.0072539425,-0.005851203,-0.0075279246,0.008491584,-0.0009354866,-0.0022832518,0.003642504,0.006188819,0.008100862,0.00051784515,0.005948782,0.008312099,-0.009230444,0.004994426,0.0022308005,0.0024280655,0.008906386,-0.00038809358,0.007946194,0.009687835,0.0007986367,-0.005128355,0.0039145825,-0.00039048016,0.008501049,-0.006540395,2.4855137e-06,-0.0010821366,0.0012112665,0.0011053645,-0.009283578,-0.008666928,-0.0012142062,-0.009354642,0.0056853234,-0.0054146303,0.0059004603,0.00065150263,-0.005023595,0.001160388,-0.004889261
0.0077880607,-0.0014339387,-0.0071407366,-0.0077878837,0.0036336684,-0.0042061633,0.0025072992,-0.009189277,-0.0041806437,-0.005505332,0.006064143,0.005204282,-0.002671569,-0.000982523,-0.000272395,-0.0044193803,-0.0069285883,-0.0027263951,0.0022861636,-2.7012825e-06,0.005889325,-0.001320905,-0.0027290303,0.006272501,-0.0045780693,0.00021236777,-0.008451495,-0.005006037,0.0014707911,-0.0093710525,-0.0003397131,-0.0032916577,-7.796883e-06,0.007222055,0.009574372,-0.0060391556,-0.0056533744,0.009303892,0.0048327865,-0.0005232727,0.0059791435,-0.0036987364,0.0027616345,0.0021491277,-0.008210313,0.0066946354,-0.0071122865,-0.008417082,0.007347169,0.0040960955
-0.0009020889,0.0032288765,-0.0034588743,-0.009776007,-0.009870094,-0.0013125694,0.0098647615,0.0071515846,0.0041542444,-0.009603397,-0.0074298596,-0.0002719772,-0.0025648559,-0.008002502,-0.007783226,-0.000978288,-0.005148764,0.0005114341,0.008132402,0.0054804264,0.0024879323,-0.0010594529,-0.0047450094,-0.00075688603,0.008521321,6.270051e-05,-0.0023400062,0.001917994,0.0061806915,-0.002175672,-0.008627445,-0.004499102,-0.0028889102,-0.007764744,0.0049428297,0.00091274024,-0.009978236,0.0054950155,-0.0034938187,0.0037440634,2.0945072e-06,0.00295493,0.00272017,-3.5233497e-05,0.0021147823,-0.0011899859,0.0008549893,-0.006653032,-0.0010677618,0.0023459017
0.0035972858,-0.00096901954,0.002057103,0.0073072705,0.0014959478,-0.0071641826,-0.009919759,0.008474848,-0.004711632,-0.007620298,0.0028196657,-0.0005194074,0.007355218,0.001681782,-0.0047443616,-0.009362798,-0.006862693,-0.009457506,0.0067182984,-0.0015087915,-0.0043969136,0.009848006,0.004333798,0.006544094,-0.006832697,0.0033152318,0.009605792,-0.008547706,-0.008419521,-0.0044138646,-0.0048919665,-0.0057282164,-0.0009554523,-0.001284312,0.007435956,0.007380543,7.404089e-06,0.0067591476,0.0069185235,-0.008551576,0.0071471157,0.0011743128,-0.0010446375,0.0071827862,0.0034643733,-0.0062501286,0.008016015,0.0013637256,0.009826027,-0.006766837
