0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.009833019,0.0037088727,-0.0035947054,-0.0055194404,-0.0005805397,-0.006237701,0.0055776145,0.008278629,0.009162248,-0.0046334267,0.00095860957,0.00083298085,-0.009499404,0.008930297,-0.0007637793,0.004156122,0.0026138532,-0.007915155,-0.00049751165,-0.0022872866,0.004837494,-0.00040022552,-0.009636788,-0.007366817,5.150676e-05,-0.0046200864,-0.00034318268,-0.003105083,-0.0010663057,0.0053417217,-0.0032536273,-0.008889896,0.002842958,-0.0070381355,-0.0080417665,-0.0026698613,0.0051021026,0.0028775083,-0.008406879,-0.0093614375,0.002078979,-0.004076175,-0.008514244,-0.002904032,-0.008742085,0.0067337477,0.007131902,0.00087136385,-0.007494727,-0.0012282461
0.0047255824,-0.002957788,0.0013262593,-0.002656526,0.00929597,-0.001785292,-0.0012173951,0.0042190026,-0.0043167346,0.0031543802,-0.0032828057,0.0085630575,0.0061167465,0.009998012,0.009419259,0.009731527,-0.004333288,0.007626947,-0.0055105113,-0.0010793001,0.0038273465,-0.0007230848,-0.0029386587,-0.0058904947,0.0023378432,0.008520025,0.0055633187,0.0060322727,0.0077956603,0.0047264863,0.0031762696,-0.0061907447,-0.0023776637,0.0007032239,-0.009174611,-0.005953175,-0.0009322244,0.009715364,-0.00040738762,0.00057067274,-0.008713866,0.0065615927,0.009477397,0.007466097,-0.005172815,-0.004767337,0.009664433,-0.008445214,0.0033562256,-0.005171566
0.0037122988,0.007426734,-0.001966332,-0.009280084,0.007877414,-0.004681133,0.001138668,-0.00902963,0.004570984,0.008032138,-0.0029959476,0.0065783584,9.04417e-05,-0.0076737977,-0.0030649186,0.009745011,0.0049378453,0.0010519767,-0.001612609,0.0045291544,0.00858648,0.0013967168,-0.0008956426,-0.0045396243,-0.0044024736,0.009599825,0.007753805,-0.0037496686,0.007806686,0.0007231784,-0.008035005,0.0037281704,-0.0011040855,-0.0022494805,-0.0049667973,0.0011566746,0.005566769,0.005404762,-0.00032784222,-0.005137776,0.002548436,0.006109594,0.00467235,-0.002330216,-0.002910496,0.0047889636,0.006875628,-0.000290882,-0.0050369357,0.0023583602
-0.00028256953,0.0018240762,0.0032208157,-0.009397595,0.0025356794,-0.008229074,0.00019830585,-0.0017972314,0.005993073,0.002244959,-0.009642564,0.007728361,-0.0014977526,0.005658628,0.0064693354,0.00996723,-0.0059238602,-0.00772512,0.0010500991,0.0082896985,-0.0060036266,-0.0048865294,0.008461283,0.009665156,-0.004225165,0.0025745213,0.00028403162,0.008208286,-0.007381736,-0.0065454734,0.0020183455,0.0013820124,0.008967314,0.0031888187,-0.008286105,-0.0012698072,-0.0031860918,-0.008533536,0.003048773,0.008628806,0.005054703,0.005894984,-0.006677681,-0.0053758607,0.0054405346,-0.0075746966,0.002882303,0.007859588,0.007228626,0.0072083115
-0.003860277,0.0011286772,0.0066326284,-0.008903057,0.006892606,0.0046519376,-0.0051092766,0.006050352,-0.0071782707,0.008485825,-0.007025948,0.008468453,0.0043364153,0.0054858793,-0.008317008,0.00657125,0.0048766946,0.0003645432,-0.0011164147,0.008782273,0.0039264415,0.0008900368,0.002234807,0.0002524793,-0.007661128,0.0011584342,0.008242837,0.009976462,0.006762414,-0.0043049473,0.0013491118,-0.005658013,0.0028008865,-0.004194158,0.007300924,-0.0024158163,-0.006807369,0.0050717723,-0.009769943,-0.0070293252,-0.006647203,-0.008777091,0.0057394193,-0.007656433,-0.0037426793,-0.0037443321,-0.0063928473,-0.0043607657,-0.0062364843,-0.0018964666
-0.0035120875,0.006126487,-0.008822568,-0.008124411,-0.0001292634,-0.0005460095,0.007522856,-0.008905201,0.000464375,0.001812886,0.0014207816,-0.006668365,-0.0053702462,-0.00744429,-0.0002066493,0.0051002097,-0.0032955003,-0.0038936723,-0.00753407,0.00013737798,0.0014243114,0.0041105174,-0.0012002224,0.00011150956,0.0019241642,-0.00036673486,-0.008762265,-0.006051953,0.009196967,-0.006109219,-0.0076884176,-0.0037187373,0.009236871,0.009290491,0.0015758645,0.0077559566,-0.009676902,-0.009101254,0.0061130393,-0.0017530358,0.008083064,-0.009205502,0.005664678,0.0061702607,-0.0037063407,-0.008349642,0.0027628934,-0.006536212,0.0048525403,-0.008966691
0.0029986966,-0.0060126795,-0.0050458703,-0.008057824,0.0061295424,0.007344816,0.007991178,-0.0017797065,0.006271658,0.008644716,0.0059068585,0.0072008143,-0.00059866725,-0.003003558,0.008985033,-0.0029407335,-0.008169212,0.0036135686,-0.004456039,0.000533036,0.002665751,-0.007989282,0.0006139243,0.0022553564,0.0073972153,-0.008530666,-0.007522523,-0.0026586407,0.006483393,-0.007972429,-0.00060940324,-0.0087147765,-0.0036479563,0.005791966,0.0035519993,0.0024739075,0.008235173,0.0053695883,-0.001051963,0.0010048378,-0.009532195,0.0024649978,-0.0040927683,0.0035540713,0.0006780315,-0.006994593,-0.0002714354,-0.0020036036,-0.0032283962,0.004738412
-0.0060180104,0.00035039068,0.0019445908,-0.0044796425,0.0069796215,-0.002249232,-0.00063955784,-0.0012877404,0.008443721,-0.007239359,-0.009047236,-0.008234216,0.0047097947,0.0024011456,0.004708786,0.003088342,-0.00093242765,-0.0033671737,0.0020117331,0.007429466,-0.002468388,0.00872362,0.0021023715,0.006331178,0.0058931424,-0.00078937295,0.0035063243,0.009202963,-0.00941927,-0.007027836,0.0023654008,-0.001113726,0.006998565,0.001110928,0.006128758,-0.002807553,-0.0007072371,-0.009647584,0.009372132,-0.002727536,0.005181557,0.0045322524,-0.003390603,0.0001437974,-0.0013618344,0.0055180504,0.00031131625,0.008667844,-0.0030480116,-0.0050213067
0.0028875424,0.0006974816,0.005537996,0.0025835466,0.008097777,-0.004390951,-0.0066396333,-0.00867233,-0.006642965,-0.007455564,0.0001929915,-0.009190695,-0.0030701733,0.0064164996,-0.0044414885,-0.0056189196,-0.007752357,0.008060021,0.0055581294,0.0038811124,-0.006542763,0.0019119501,-0.0042644734,0.008378066,-0.0074367835,-0.009679855,0.0025927566,0.0058170734,-0.0015741665,0.0075010955,-0.009991743,-0.009823176,0.006155105,-0.0038407343,-0.009318899,0.0014965987,-0.005193704,-0.0005539823,-0.0048413044,0.0023187005,-0.005118072,0.009907547,-0.000549832,-0.007403116,-0.008653239,-9.282172e-05,0.00827908,0.0012486458,0.0012724984,-0.005705182
-0.004081032,0.0061782515,0.0045224153,-0.008481981,-0.00043507994,0.0022367358,-0.0087456,0.009351419,0.0009940803,-0.0067493767,0.002732134,-0.009406982,0.0022467757,-0.0077457684,0.0054657445,-0.0008172512,0.0046638465,-0.0032331073,0.0071020853,-0.0029749202,0.0020238303,-0.0077193077,0.0016384614,-0.0005413073,0.0051178,0.006203474,-0.0065686093,-0.0096005695,-0.00950222,0.009879901,0.003971815,0.00597072,-0.002964397,0.0070702326,-0.006944989,0.00010279894,0.009416472,-0.0021250416,0.0012070227,0.0019262171,0.0071703126,0.008131449,-0.0034039437,-0.0045784507,0.0020920062,0.0046973648,-0.005224336,0.005204183,-0.0072453427,4.9459934e-05
